No,CASHTAG,NAME,PRICE,CLOSE,CHG,%CHG,VOLUME,HIGH,LOW,BUY (QTY),SELL (QTY)
425,$GAMU,GAMUDA BHD,5.090,5.10,0.000,0.000%,12486400,5.11,5.06,5.090 (1582600),5.100 (2053600)
426,$GASM,GAS MALAYSIA,4.380,4.41,-0.020,-0.450%,236100,4.41,4.37,4.390 (6700),4.400 (22600)
427,$GDBH,GDB HOLDINGS,0.390,0.39,0.005,1.300%,1915300,0.40,0.39,0.385 (459600),0.390 (653700)
428,$GDEX,GDEX,0.135,0.14,-0.005,-3.570%,3132600,0.15,0.14,0.135 (2202500),0.140 (581500)
429,$GESH,GE-SHEN CORP,1.580,1.57,0.010,0.640%,26200,1.58,1.58,1.570 (25000),1.590 (78000)
430,$GCAP,G CAPITAL BERHAD,0.265,0.27,0.000,0.000%,485500,0.27,0.27,0.260 (288500),0.265 (437000)
431,$GLOA,G3 GLOBAL BHD,0.010,0.02,-0.005,-33.330%,31400,0.01,0.01,0.010 (108748100),0.015 (22936600)
432,$GAQR,GABUNGAN AQRS,0.200,0.19,0.010,5.260%,2996700,0.22,0.19,0.195 (711200),0.200 (212900)
433,$GADA,GADANG HLDGS BHD,0.260,0.27,-0.005,-1.890%,538700,0.26,0.26,0.255 (659900),0.260 (115400)
434,$GAGA,GAGASAN NADI,0.315,0.32,-0.005,-1.560%,166000,0.32,0.32,0.315 (521800),0.320 (977200)
435,$GAMU,GAMUDA BHD,5.090,5.10,0.000,0.000%,12486400,5.11,5.06,5.090 (1582600),5.100 (2053600)
436,$GASM,GAS MALAYSIA,4.380,4.41,-0.020,-0.450%,236100,4.41,4.37,4.390 (6700),4.400 (22600)
437,$GDBH,GDB HOLDINGS,0.390,0.39,0.005,1.300%,1915300,0.40,0.39,0.385 (459600),0.390 (653700)
438,$GDEX,GDEX,0.135,0.14,-0.005,-3.570%,3132600,0.15,0.14,0.135 (2202500),0.140 (581500)
439,$GESH,GE-SHEN CORP,1.580,1.57,0.010,0.640%,26200,1.58,1.58,1.570 (25000),1.590 (78000)
440,$GBAY,GREATER BAY HOLD,0.680,0.68,0.000,0.000%,0,0.68,0.60,0.600 (6000),0.680 (9000)
441,$GOCE,GREEN OCEAN CORP,0.105,0.11,-0.005,-4.550%,375100,0.11,0.10,0.100 (2595800),0.105 (58800)
442,$GRNP,GREEN PACKET BHD,0.040,0.04,0.005,14.290%,2676000,0.04,0.04,0.035 (373800),0.040 (4295800)
443,$GRYB,GREENYIELD BHD,0.185,0.16,0.025,15.630%,9800,0.19,0.17,0.170 (29400),0.185 (1800)
444,$GMUT,GROMUTUAL BHD,0.240,0.24,0.000,0.000%,0,0.24,0.24,0.240 (28200),0.250 (15000)
445,$GNCH,GUAN CHONG BHD,1.230,1.21,0.020,1.650%,1974700,1.23,1.19,1.210 (169400),1.220 (4200)
446,$GUHB,GUH HOLDINGS BHD,0.290,0.30,-0.005,-1.690%,300,0.29,0.29,0.290 (353900),0.295 (165400)
447,$GUOL,GUOCOLAND MSIA,0.650,0.66,-0.010,-1.520%,35100,0.67,0.65,0.645 (17000),0.650 (900)
448,$HAIL,HAILY GROUP,0.210,0.21,0.005,2.440%,81900,0.21,0.21,0.205 (65300),0.210 (318300)
449,$HDEB,HANDAL ENERGY,0.040,0.05,-0.005,-11.110%,165400,0.05,0.04,0.040 (2766600),0.045 (717400)
450,$GBAY,GREATER BAY HOLD,0.680,0.68,0.000,0.000%,0,0.68,0.60,0.600 (6000),0.680 (9000)
451,$GOCE,GREEN OCEAN CORP,0.105,0.11,-0.005,-4.550%,375100,0.11,0.10,0.100 (2595800),0.105 (58800)
452,$GRNP,GREEN PACKET BHD,0.040,0.04,0.005,14.290%,2676000,0.04,0.04,0.035 (373800),0.040 (4295800)
453,$GRYB,GREENYIELD BHD,0.185,0.16,0.025,15.630%,9800,0.19,0.17,0.170 (29400),0.185 (1800)
454,$GMUT,GROMUTUAL BHD,0.240,0.24,0.000,0.000%,0,0.24,0.24,0.240 (28200),0.250 (15000)
455,$GNCH,GUAN CHONG BHD,1.230,1.21,0.020,1.650%,1974700,1.23,1.19,1.210 (169400),1.220 (4200)
456,$GUHB,GUH HOLDINGS BHD,0.290,0.30,-0.005,-1.690%,300,0.29,0.29,0.290 (353900),0.295 (165400)
457,$GUOL,GUOCOLAND MSIA,0.650,0.66,-0.010,-1.520%,35100,0.67,0.65,0.645 (17000),0.650 (900)
458,$HAIL,HAILY GROUP,0.210,0.21,0.005,2.440%,81900,0.21,0.21,0.205 (65300),0.210 (318300)
459,$HDEB,HANDAL ENERGY,0.040,0.05,-0.005,-11.110%,165400,0.05,0.04,0.040 (2766600),0.045 (717400)
460,$APER,APEX HEALTHCARE,2.290,2.32,-0.030,-1.290%,44700,2.32,2.28,2.290 (11100),2.300 (7100)
461,$APMA,APM AUTOMOTIVE,3.390,3.41,-0.020,-0.590%,5000,3.39,3.38,3.380 (8000),3.420 (100)
462,$AFHB,APOLLO FOOD,6.210,6.23,-0.020,-0.320%,15900,6.25,6.21,6.210 (2800),6.230 (1100)
463,$APPA,APPASIA BHD,0.105,0.11,0.000,0.000%,77500,0.11,0.11,0.105 (100500),0.110 (270200)
464,$ARBB,ARB BERHAD,0.025,0.03,-0.005,-16.670%,25300,0.03,0.03,0.025 (19891800),0.030 (582900)
465,$ARKS,ARK RES HOLD,0.220,0.22,0.000,0.000%,0,0.22,0.22,0.220 (10000),0.430 (8200)
466,$ARKA,ARKA,1.050,1.07,-0.020,-1.870%,5100,1.07,1.05,1.000 (2000),1.070 (1700)
467,$ARTR,ARTRONIQ,0.080,0.08,0.000,0.000%,50000,0.08,0.08,0.080 (1290200),0.085 (230000)
468,$ASDN,ASDION BHD,0.025,0.03,0.000,0.000%,200,0.03,0.02,0.020 (124600),0.025 (710500)
469,$ASIA,ASIA BRANDS,0.525,0.53,0.000,0.000%,0,0.53,0.53,0.485 (29300),0.590 (9000)
470,$HEXE,HEXTAR TECHNO,1.190,1.17,0.020,1.710%,890500,1.19,1.18,1.180 (5100),1.190 (44100)
471,$HXZS,HEXZA CORPN,0.905,0.91,0.000,0.000%,100,0.91,0.91,0.870 (7000),0.905 (2900)
472,$HHRG,HHRG BHD,0.095,0.10,-0.005,-5.000%,756600,0.10,0.10,0.090 (1288800),0.095 (593400)
473,$HIMO,HI MOBILITY,1.570,1.59,-0.020,-1.260%,1892400,1.64,1.56,1.560 (15500),1.570 (26800)
474,$HIAP,HIAP HUAT HLDG,0.120,0.12,0.005,4.350%,82000,0.12,0.12,0.115 (437500),0.120 (150000)
475,$HTVE,HIAP TECK VENTUR,0.275,0.28,0.005,1.820%,298100,0.28,0.28,0.275 (988400),0.280 (1120400)
476,$HIBI,HIBISCUS PETRO,1.560,1.57,-0.010,-0.640%,875500,1.57,1.56,1.560 (212500),1.570 (63000)
477,$HILI,HIL INDUSTRIES,0.715,0.72,0.000,0.000%,11000,0.72,0.72,0.715 (27800),0.745 (70000)
478,$HLTG,HLT GLOBAL BHD,0.035,0.04,-0.005,-12.500%,278600,0.04,0.04,0.035 (7043200),0.040 (12313900)
479,$HHCS,HO HUP CONSTRUCT,0.045,0.05,-0.005,-10.000%,1192800,0.05,0.05,0.045 (24400),0.050 (42700)
480,$HEXE,HEXTAR TECHNO,1.190,1.17,0.020,1.710%,890500,1.19,1.18,1.180 (5100),1.190 (44100)
481,$HXZS,HEXZA CORPN,0.905,0.91,0.000,0.000%,100,0.91,0.91,0.870 (7000),0.905 (2900)
482,$HHRG,HHRG BHD,0.095,0.10,-0.005,-5.000%,756600,0.10,0.10,0.090 (1288800),0.095 (593400)
483,$HIMO,HI MOBILITY,1.570,1.59,-0.020,-1.260%,1892400,1.64,1.56,1.560 (15500),1.570 (26800)
484,$HIAP,HIAP HUAT HLDG,0.120,0.12,0.005,4.350%,82000,0.12,0.12,0.115 (437500),0.120 (150000)
485,$HTVE,HIAP TECK VENTUR,0.275,0.28,0.005,1.820%,298100,0.28,0.28,0.275 (988400),0.280 (1120400)
486,$HIBI,HIBISCUS PETRO,1.560,1.57,-0.010,-0.640%,875500,1.57,1.56,1.560 (212500),1.570 (63000)
487,$HILI,HIL INDUSTRIES,0.715,0.72,0.000,0.000%,11000,0.72,0.72,0.715 (27800),0.745 (70000)
488,$HLTG,HLT GLOBAL BHD,0.035,0.04,-0.005,-12.500%,278600,0.04,0.04,0.035 (7043200),0.040 (12313900)
489,$HHCS,HO HUP CONSTRUCT,0.045,0.05,-0.005,-10.000%,1192800,0.05,0.05,0.045 (24400),0.050 (42700)
490,$INTA,INTA BINA GROUP,0.455,0.45,0.005,1.110%,749600,0.46,0.45,0.455 (283100),0.460 (617700)
491,$IOIB,IOI CORP BHD,3.800,3.85,-0.050,-1.300%,114700,3.84,3.80,3.800 (14100),3.810 (28200)
492,$IOIP,IOI PROPERTIES,2.250,2.24,0.000,0.000%,7676700,2.25,2.22,2.240 (504300),2.250 (971000)
493,$IQGH,IQ GROUP HLDGS,0.550,0.55,0.000,0.000%,0,0.55,0.52,0.510 (22000),0.555 (1500)
494,$IRKA,IREKA CORP BHD,0.265,0.28,-0.015,-5.360%,91600,0.28,0.24,0.235 (100),0.250 (18400)
495,$IRIB,IRIS CORPORATION,0.250,0.26,-0.005,-1.960%,35700,0.26,0.25,0.250 (212400),0.255 (220000)
496,$IWCI,ISKANDAR WCITY,0.335,0.35,-0.005,-1.450%,2551800,0.35,0.34,0.335 (619100),0.340 (223300)
497,$ITMA,ITMAX SYSTEM,3.760,3.79,-0.030,-0.790%,427300,3.78,3.75,3.750 (38200),3.760 (12600)
498,$IVRY,IVORY PROP GRP,0.030,0.03,0.005,20.000%,1300,0.03,0.02,0.025 (15000),0.030 (216100)
499,$JADI,JADI IMAGING HLD,0.020,0.03,-0.005,-20.000%,46600,0.02,0.02,0.020 (376100),0.025 (798900)
500,$INTA,INTA BINA GROUP,0.455,0.45,0.005,1.110%,749600,0.46,0.45,0.455 (283100),0.460 (617700)
501,$IOIB,IOI CORP BHD,3.800,3.85,-0.050,-1.300%,114700,3.84,3.80,3.800 (14100),3.810 (28200)
502,$IOIP,IOI PROPERTIES,2.250,2.24,0.000,0.000%,7676700,2.25,2.22,2.240 (504300),2.250 (971000)
503,$IQGH,IQ GROUP HLDGS,0.550,0.55,0.000,0.000%,0,0.55,0.52,0.510 (22000),0.555 (1500)
504,$IRKA,IREKA CORP BHD,0.265,0.28,-0.015,-5.360%,91600,0.28,0.24,0.235 (100),0.250 (18400)
505,$IRIB,IRIS CORPORATION,0.250,0.26,-0.005,-1.960%,35700,0.26,0.25,0.250 (212400),0.255 (220000)
506,$IWCI,ISKANDAR WCITY,0.335,0.35,-0.005,-1.450%,2551800,0.35,0.34,0.335 (619100),0.340 (223300)
507,$ITMA,ITMAX SYSTEM,3.760,3.79,-0.030,-0.790%,427300,3.78,3.75,3.750 (38200),3.760 (12600)
508,$IVRY,IVORY PROP GRP,0.030,0.03,0.005,20.000%,1300,0.03,0.02,0.025 (15000),0.030 (216100)
509,$JADI,JADI IMAGING HLD,0.020,0.03,-0.005,-20.000%,46600,0.02,0.02,0.020 (376100),0.025 (798900)
510,$INTA,INTA BINA GROUP,0.455,0.45,0.005,1.110%,749600,0.46,0.45,0.455 (283100),0.460 (617700)
511,$IOIB,IOI CORP BHD,3.800,3.85,-0.050,-1.300%,114700,3.84,3.80,3.800 (14100),3.810 (28200)
512,$IOIP,IOI PROPERTIES,2.250,2.24,0.000,0.000%,7676700,2.25,2.22,2.240 (504300),2.250 (971000)
513,$IQGH,IQ GROUP HLDGS,0.550,0.55,0.000,0.000%,0,0.55,0.52,0.510 (22000),0.555 (1500)
514,$IRKA,IREKA CORP BHD,0.265,0.28,-0.015,-5.360%,91600,0.28,0.24,0.235 (100),0.250 (18400)
515,$IRIB,IRIS CORPORATION,0.250,0.26,-0.005,-1.960%,35700,0.26,0.25,0.250 (212400),0.255 (220000)
516,$IWCI,ISKANDAR WCITY,0.335,0.35,-0.005,-1.450%,2551800,0.35,0.34,0.335 (619100),0.340 (223300)
517,$ITMA,ITMAX SYSTEM,3.760,3.79,-0.030,-0.790%,427300,3.78,3.75,3.750 (38200),3.760 (12600)
518,$IVRY,IVORY PROP GRP,0.030,0.03,0.005,20.000%,1300,0.03,0.02,0.025 (15000),0.030 (216100)
519,$JADI,JADI IMAGING HLD,0.020,0.03,-0.005,-20.000%,46600,0.02,0.02,0.020 (376100),0.025 (798900)
520,$INTA,INTA BINA GROUP,0.455,0.45,0.005,1.110%,749600,0.46,0.45,0.455 (283100),0.460 (617700)
521,$IOIB,IOI CORP BHD,3.800,3.85,-0.050,-1.300%,114700,3.84,3.80,3.800 (14100),3.810 (28200)
522,$IOIP,IOI PROPERTIES,2.250,2.24,0.000,0.000%,7676700,2.25,2.22,2.240 (504300),2.250 (971000)
523,$IQGH,IQ GROUP HLDGS,0.550,0.55,0.000,0.000%,0,0.55,0.52,0.510 (22000),0.555 (1500)
524,$IRKA,IREKA CORP BHD,0.265,0.28,-0.015,-5.360%,91600,0.28,0.24,0.235 (100),0.250 (18400)
525,$IRIB,IRIS CORPORATION,0.250,0.26,-0.005,-1.960%,35700,0.26,0.25,0.250 (212400),0.255 (220000)
526,$IWCI,ISKANDAR WCITY,0.335,0.35,-0.005,-1.450%,2551800,0.35,0.34,0.335 (619100),0.340 (223300)
527,$ITMA,ITMAX SYSTEM,3.760,3.79,-0.030,-0.790%,427300,3.78,3.75,3.750 (38200),3.760 (12600)
528,$IVRY,IVORY PROP GRP,0.030,0.03,0.005,20.000%,1300,0.03,0.02,0.025 (15000),0.030 (216100)
529,$JADI,JADI IMAGING HLD,0.020,0.03,-0.005,-20.000%,46600,0.02,0.02,0.020 (376100),0.025 (798900)
530,$KHLH,K. H&L HIGH-TECH,0.760,0.76,0.000,0.000%,0,0.76,0.76,0.755 (5000),0.770 (30000)
531,$KLKK,K.LUMPUR KEPONG,20.680,20.84,-0.160,-0.770%,130500,20.80,20.58,20.660 (27800),20.680 (27200)
532,$KMDA,KAMDAR GROUP BHD,0.205,0.21,0.000,0.000%,0,0.21,0.21,0.200 (4000),0.230 (25000)
533,$KANG,KANGER INTERNAT,0.030,0.03,0.000,0.000%,80100,0.04,0.03,0.030 (1068900),0.035 (2096800)
534,$KARE,KAREX,0.700,0.70,0.005,0.720%,62400,0.70,0.70,0.695 (66900),0.700 (11000)
535,$KARY,KARYON INDUSTRIE,0.145,0.15,0.000,0.000%,32500,0.15,0.15,0.140 (202000),0.145 (400)
536,$KWNF,KAWAN FOOD BHD,1.170,1.16,0.010,0.860%,17500,1.18,1.16,1.170 (28900),1.180 (29400)
537,$KAWA,KAWAN RENERGY,0.765,0.76,0.005,0.660%,797800,0.77,0.75,0.755 (84700),0.760 (15400)
538,$KSMS,KECK SENG MSIA,5.530,5.46,0.080,1.470%,12700,5.54,5.47,5.520 (100),5.530 (2000)
539,$KEHG,KEIN HING INTL,1.160,1.20,-0.040,-3.330%,20500,1.19,1.15,1.160 (2900),1.180 (500)
540,$BUAB,BUMI ARMADA,0.445,0.45,0.000,0.000%,2793600,0.45,0.44,0.440 (5495400),0.445 (2584400)
541,$BMYS,BURSA MALAYSIA,7.810,7.80,0.010,0.130%,271000,7.83,7.78,7.800 (75700),7.810 (22800)
542,$BVLA,BV LAND HOLDINGS,0.190,0.19,0.000,0.000%,0,0.00,0.00,0.000 (0),0.000 (0)
543,$BWYS,BWYS GROUP,0.205,0.20,0.005,2.500%,457000,0.21,0.20,0.200 (143900),0.205 (684000)
544,$CIHB,C.I. HOLDINGS,2.560,2.57,-0.010,-0.390%,24100,2.57,2.56,2.560 (100),2.630 (3000)
545,$CABC,CAB CAKARAN CORP,0.670,0.69,-0.015,-2.190%,307800,0.69,0.66,0.670 (8200),0.675 (39700)
546,$CABN,CABNET HLD BHD,0.310,0.30,0.010,3.330%,48200,0.31,0.30,0.300 (70500),0.305 (25000)
547,$CMSM,CAHYA MATA S'WAK,1.260,1.25,0.010,0.800%,1703800,1.27,1.25,1.250 (492400),1.260 (317100)
548,$CRSM,CAM RESOURCES,0.245,0.25,0.000,0.000%,0,0.00,0.00,0.245 (6700),0.265 (10000)
549,$CNON,CAN-ONE BHD,2.070,2.20,-0.130,-5.910%,32200,2.08,2.07,2.080 (2800),2.190 (5000)
550,$CAPE,CAPE EMS,0.295,0.29,0.005,1.720%,2164100,0.30,0.29,0.290 (746900),0.295 (760400)
551,$CAPI,CAPITAL A,0.870,0.87,0.000,0.000%,4181900,0.88,0.86,0.865 (438700),0.870 (1807200)
552,$CARE,CAREPLUS GROUP,0.115,0.12,-0.005,-4.350%,677300,0.12,0.11,0.110 (2592300),0.115 (670800)
553,$CARM,CARIMIN PETR-O,0.625,0.63,0.000,0.000%,30000,0.63,0.63,0.605 (17000),0.630 (86600)
554,$CARL,CARLO RINO GROUP,0.150,0.15,0.000,0.000%,20100,0.16,0.15,0.150 (108200),0.155 (303700)
555,$CBMS,CARLSBERG BREW,18.900,18.90,0.020,0.110%,32500,18.98,18.90,18.900 (14100),18.920 (3700)
556,$CARZ,CARZO HOLDINGS,0.395,0.40,0.000,0.000%,0,0.00,0.00,0.000 (0),0.000 (0)
557,$CATH,CATCHA DIGITAL,0.260,0.26,0.000,0.000%,61000,0.26,0.26,0.255 (320000),0.260 (1700)
558,$CBIP,CB INDUSTRIAL,1.040,1.07,-0.030,-2.800%,7600,1.04,1.04,1.020 (4500),1.040 (400)
559,$CBHE,CBH ENGINEERING,0.265,0.26,0.010,3.920%,7035100,0.28,0.26,0.265 (518000),0.270 (532900)
560,$CAPE,CAPE EMS,0.295,0.29,0.005,1.720%,2164100,0.30,0.29,0.290 (746900),0.295 (760400)
561,$CAPI,CAPITAL A,0.870,0.87,0.000,0.000%,4181900,0.88,0.86,0.865 (438700),0.870 (1807200)
562,$CARE,CAREPLUS GROUP,0.115,0.12,-0.005,-4.350%,677300,0.12,0.11,0.110 (2592300),0.115 (670800)
563,$CARM,CARIMIN PETR-O,0.625,0.63,0.000,0.000%,30000,0.63,0.63,0.605 (17000),0.630 (86600)
564,$CARL,CARLO RINO GROUP,0.150,0.15,0.000,0.000%,20100,0.16,0.15,0.150 (108200),0.155 (303700)
565,$CBMS,CARLSBERG BREW,18.900,18.90,0.020,0.110%,32500,18.98,18.90,18.900 (14100),18.920 (3700)
566,$CARZ,CARZO HOLDINGS,0.395,0.40,0.000,0.000%,0,0.00,0.00,0.000 (0),0.000 (0)
567,$CATH,CATCHA DIGITAL,0.260,0.26,0.000,0.000%,61000,0.26,0.26,0.255 (320000),0.260 (1700)
568,$CBIP,CB INDUSTRIAL,1.040,1.07,-0.030,-2.800%,7600,1.04,1.04,1.020 (4500),1.040 (400)
569,$CBHE,CBH ENGINEERING,0.265,0.26,0.010,3.920%,7035100,0.28,0.26,0.265 (518000),0.270 (532900)
570,$KPSC,KPS CONSORTIUM,0.520,0.55,-0.030,-5.450%,500,0.52,0.52,0.520 (300),0.555 (1500)
571,$KREK,KRETAM HOLDINGS,0.700,0.70,0.000,0.000%,0,0.70,0.69,0.695 (24000),0.700 (344100)
572,$KRON,KRONOLOGI ASIA,0.235,0.23,0.010,4.440%,236700,0.24,0.23,0.230 (201900),0.235 (120000)
573,$KSLH,KSL HOLDINGS,1.680,1.69,-0.020,-1.180%,1594300,1.69,1.64,1.670 (65100),1.680 (90000)
574,$KTIL,KTI LANDMARK,0.385,0.39,0.000,0.000%,206200,0.39,0.38,0.380 (774300),0.385 (145900)
575,$KUBM,KUB MALAYSIA,0.670,0.67,0.005,0.750%,46700,0.68,0.67,0.670 (5300),0.675 (8600)
576,$KCDS,KUCHAI DEVELOPMT,0.630,0.63,0.000,0.000%,0,0.63,0.60,0.610 (1200),0.625 (5000)
577,$KUCI,KUCINGKO,0.115,0.11,0.005,4.550%,710000,0.12,0.11,0.110 (862300),0.115 (311700)
578,$KPSB,KUMP PERANG SELA,0.630,0.63,0.000,0.000%,9300,0.63,0.61,0.625 (1000),0.630 (12000)
579,$KFIM,KUMPULAN FIMA,2.700,2.70,0.000,0.000%,284000,2.73,2.68,2.700 (10200),2.710 (18500)
580,$KPSC,KPS CONSORTIUM,0.520,0.55,-0.030,-5.450%,500,0.52,0.52,0.520 (300),0.555 (1500)
581,$KREK,KRETAM HOLDINGS,0.700,0.70,0.000,0.000%,0,0.70,0.69,0.695 (24000),0.700 (344100)
582,$KRON,KRONOLOGI ASIA,0.235,0.23,0.010,4.440%,236700,0.24,0.23,0.230 (201900),0.235 (120000)
583,$KSLH,KSL HOLDINGS,1.680,1.69,-0.020,-1.180%,1594300,1.69,1.64,1.670 (65100),1.680 (90000)
584,$KTIL,KTI LANDMARK,0.385,0.39,0.000,0.000%,206200,0.39,0.38,0.380 (774300),0.385 (145900)
585,$KUBM,KUB MALAYSIA,0.670,0.67,0.005,0.750%,46700,0.68,0.67,0.670 (5300),0.675 (8600)
586,$KCDS,KUCHAI DEVELOPMT,0.630,0.63,0.000,0.000%,0,0.63,0.60,0.610 (1200),0.625 (5000)
587,$KUCI,KUCINGKO,0.115,0.11,0.005,4.550%,710000,0.12,0.11,0.110 (862300),0.115 (311700)
588,$KPSB,KUMP PERANG SELA,0.630,0.63,0.000,0.000%,9300,0.63,0.61,0.625 (1000),0.630 (12000)
589,$KFIM,KUMPULAN FIMA,2.700,2.70,0.000,0.000%,284000,2.73,2.68,2.700 (10200),2.710 (18500)
590,$KPSC,KPS CONSORTIUM,0.520,0.55,-0.030,-5.450%,500,0.52,0.52,0.520 (300),0.555 (1500)
591,$KREK,KRETAM HOLDINGS,0.700,0.70,0.000,0.000%,0,0.70,0.69,0.695 (24000),0.700 (344100)
592,$KRON,KRONOLOGI ASIA,0.235,0.23,0.010,4.440%,236700,0.24,0.23,0.230 (201900),0.235 (120000)
593,$KSLH,KSL HOLDINGS,1.680,1.69,-0.020,-1.180%,1594300,1.69,1.64,1.670 (65100),1.680 (90000)
594,$KTIL,KTI LANDMARK,0.385,0.39,0.000,0.000%,206200,0.39,0.38,0.380 (774300),0.385 (145900)
595,$KUBM,KUB MALAYSIA,0.670,0.67,0.005,0.750%,46700,0.68,0.67,0.670 (5300),0.675 (8600)
596,$KCDS,KUCHAI DEVELOPMT,0.630,0.63,0.000,0.000%,0,0.63,0.60,0.610 (1200),0.625 (5000)
597,$KUCI,KUCINGKO,0.115,0.11,0.005,4.550%,710000,0.12,0.11,0.110 (862300),0.115 (311700)
598,$KPSB,KUMP PERANG SELA,0.630,0.63,0.000,0.000%,9300,0.63,0.61,0.625 (1000),0.630 (12000)
599,$KFIM,KUMPULAN FIMA,2.700,2.70,0.000,0.000%,284000,2.73,2.68,2.700 (10200),2.710 (18500)
600,$KPSC,KPS CONSORTIUM,0.520,0.55,-0.030,-5.450%,500,0.52,0.52,0.520 (300),0.555 (1500)
601,$KREK,KRETAM HOLDINGS,0.700,0.70,0.000,0.000%,0,0.70,0.69,0.695 (24000),0.700 (344100)
602,$KRON,KRONOLOGI ASIA,0.235,0.23,0.010,4.440%,236700,0.24,0.23,0.230 (201900),0.235 (120000)
603,$KSLH,KSL HOLDINGS,1.680,1.69,-0.020,-1.180%,1594300,1.69,1.64,1.670 (65100),1.680 (90000)
604,$KTIL,KTI LANDMARK,0.385,0.39,0.000,0.000%,206200,0.39,0.38,0.380 (774300),0.385 (145900)
605,$KUBM,KUB MALAYSIA,0.670,0.67,0.005,0.750%,46700,0.68,0.67,0.670 (5300),0.675 (8600)
606,$KCDS,KUCHAI DEVELOPMT,0.630,0.63,0.000,0.000%,0,0.63,0.60,0.610 (1200),0.625 (5000)
607,$KUCI,KUCINGKO,0.115,0.11,0.005,4.550%,710000,0.12,0.11,0.110 (862300),0.115 (311700)
608,$KPSB,KUMP PERANG SELA,0.630,0.63,0.000,0.000%,9300,0.63,0.61,0.625 (1000),0.630 (12000)
609,$KFIM,KUMPULAN FIMA,2.700,2.70,0.000,0.000%,284000,2.73,2.68,2.700 (10200),2.710 (18500)
610,$JETS,KUMPULAN JETSON,0.165,0.16,0.005,3.130%,249000,0.17,0.16,0.160 (220100),0.165 (96000)
611,$KUMP,KUMPULAN KITACON,0.745,0.75,-0.005,-0.670%,173000,0.75,0.75,0.740 (32700),0.745 (6000)
612,$KYMH,KYM HOLDINGS,0.295,0.30,0.000,0.000%,0,0.30,0.26,0.270 (30000),0.295 (10000)
613,$LPGL,L&P GLOBAL,0.125,0.13,0.000,0.000%,288900,0.13,0.13,0.125 (254100),0.130 (548100)
614,$LAGE,LAGENDA PROPERTI,1.220,1.22,0.000,0.000%,49200,1.22,1.21,1.210 (15500),1.220 (41900)
615,$LAMB,LAMBO GROUP BHD,0.005,0.01,0.000,0.000%,0,0.00,0.00,0.000 (0),0.000 (0)
616,$LAND,LAND AND GENERAL,0.115,0.11,0.005,4.550%,4422900,0.12,0.11,0.110 (1680100),0.115 (2840900)
617,$LMHS,LANDMARKS HLDGS,0.135,0.14,-0.005,-3.570%,15000,0.14,0.14,0.135 (139400),0.140 (278600)
618,$LAYH,LAY HONG BHD,0.305,0.31,-0.005,-1.610%,98600,0.32,0.31,0.305 (958100),0.310 (98300)
619,$LBAL,LB ALUMINIUM,0.475,0.48,-0.005,-1.040%,27900,0.48,0.47,0.470 (179000),0.475 (2300)
620,$DLEU,DELEUM BHD,1.530,1.52,0.010,0.660%,39400,1.53,1.52,1.520 (37100),1.530 (23500)
621,$DEST,DESTINI BHD,0.470,0.48,-0.010,-2.110%,495900,0.48,0.46,0.460 (90600),0.470 (59000)
622,$DFCI,DFCITY GROUP,0.530,0.50,0.030,6.000%,164400,0.53,0.51,0.520 (3000),0.565 (10900)
623,$DGBA,DGB ASIA BHD,0.045,0.05,0.000,0.000%,9000,0.05,0.05,0.040 (1900000),0.045 (42000)
624,$DIAL,DIALOG GROUP,1.600,1.59,0.010,0.630%,1131600,1.62,1.58,1.600 (577300),1.610 (320300)
625,$DIGS,DIGISTAR CORP,0.045,0.04,0.005,12.500%,1983200,0.05,0.04,0.040 (500),0.045 (4994600)
626,$DIVF,DIVFEX,0.090,0.09,0.000,0.000%,5469100,0.10,0.09,0.090 (521000),0.095 (1044700)
627,$DKLS,DKLS INDUSTRIES,1.750,1.76,-0.010,-0.570%,1000,1.75,1.75,1.750 (4000),1.780 (500)
628,$DELM,DKSH HLDGS,4.990,5.06,-0.070,-1.380%,7300,5.00,4.99,4.990 (2900),5.070 (5000)
629,$DOMN,DOMINANT ENTERPR,0.785,0.80,-0.015,-1.880%,19800,0.79,0.79,0.785 (200),0.800 (295200)
630,$DLEU,DELEUM BHD,1.530,1.52,0.010,0.660%,39400,1.53,1.52,1.520 (37100),1.530 (23500)
631,$DEST,DESTINI BHD,0.470,0.48,-0.010,-2.110%,495900,0.48,0.46,0.460 (90600),0.470 (59000)
632,$DFCI,DFCITY GROUP,0.530,0.50,0.030,6.000%,164400,0.53,0.51,0.520 (3000),0.565 (10900)
633,$DGBA,DGB ASIA BHD,0.045,0.05,0.000,0.000%,9000,0.05,0.05,0.040 (1900000),0.045 (42000)
634,$DIAL,DIALOG GROUP,1.600,1.59,0.010,0.630%,1131600,1.62,1.58,1.600 (577300),1.610 (320300)
635,$DIGS,DIGISTAR CORP,0.045,0.04,0.005,12.500%,1983200,0.05,0.04,0.040 (500),0.045 (4994600)
636,$DIVF,DIVFEX,0.090,0.09,0.000,0.000%,5469100,0.10,0.09,0.090 (521000),0.095 (1044700)
637,$DKLS,DKLS INDUSTRIES,1.750,1.76,-0.010,-0.570%,1000,1.75,1.75,1.750 (4000),1.780 (500)
638,$DELM,DKSH HLDGS,4.990,5.06,-0.070,-1.380%,7300,5.00,4.99,4.990 (2900),5.070 (5000)
